REPORT_TYPE,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4,LEVEL_5,Product Number,PRODUCT_SEQUENCE,TITLE,PATHNUMBER,SMALL_X,SMALL_Y,LARGE_X,LARGE_Y,INSIDEVERSE
NC,Notecards,Thank You,,,,3056477,220,Classic and Elegant<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056401,230,Thoughtful to You<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056402,240,From the Baby<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056403,250,Bottom of My Heart,44432,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056404,260,Just Ducky,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056405,270,Your Gift Pleased Us,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056406,280,Thoughtful and Sweet,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056345,290,Nice to Welcome Baby<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056346,300,It Came from You!,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056336,310,Loved It!,44432,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056341,320,Tossing Thanks Your Way,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056342,330,Generous & Thoughtful<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056325,340,Perfect Shower Gift<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056326,350,Lovely Gift,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056327,360,Meant So Much to Us,44432,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056328,370,You Shared in Our Joy,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056329,380,Big Joy<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056330,390,Added to Our Joy<br>Add-a-Photo,44432,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056421,400,Thanks for the Gift<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056422,410,You're Really Nice!,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056455,420,More Than Words Say,44432,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056478,430,You're a Special Customer,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056479,440,Boats on the Water,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056480,450,Always a Pleasure,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056481,460,Note of Thanks,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056482,470,Offering Our Thanks<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056483,480,Part of Our Success<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056484,490,You Took the Time<br>Add-a-Photo,44432,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Thank You,,,,3056485,500,Sincere Thanks<br>Add-a-Photo,44432,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
